Rivet 3.1.1 running on machine mgiacalo-simple (x86_64) at 2022-04-07 15:52:00
Reading events from '/tmp/p6per.fifo'
Event 525300 (1:05:16 elapsed)
Event 525400 (1:05:16 elapsed)
Event 525500 (1:05:17 elapsed)
Event 525600 (1:05:18 elapsed)
Event 525700 (1:05:18 elapsed)
Event 525800 (1:05:19 elapsed)
Event 525900 (1:05:20 elapsed)
Event 526000 (1:05:20 elapsed)
Event 526100 (1:05:21 elapsed)
Event 526200 (1:05:22 elapsed)
Event 526300 (1:05:22 elapsed)
Event 526400 (1:05:23 elapsed)
Event 526500 (1:05:24 elapsed)
Event 526600 (1:05:25 elapsed)
Event 526700 (1:05:25 elapsed)
Event 526800 (1:05:26 elapsed)
Event 526900 (1:05:27 elapsed)
Event 527000 (1:05:28 elapsed)
Event 527100 (1:05:28 elapsed)
Event 527200 (1:05:29 elapsed)
Event 527300 (1:05:30 elapsed)
Event 527400 (1:05:30 elapsed)
Event 527500 (1:05:31 elapsed)
Event 527600 (1:05:32 elapsed)
Event 527700 (1:05:33 elapsed)
Event 527800 (1:05:33 elapsed)
Event 527900 (1:05:34 elapsed)
Event 528000 (1:05:35 elapsed)
Event 528100 (1:05:36 elapsed)
Event 528200 (1:05:36 elapsed)
Event 528300 (1:05:37 elapsed)
Event 528400 (1:05:38 elapsed)
Event 528500 (1:05:39 elapsed)
Event 528600 (1:05:39 elapsed)
Event 528700 (1:05:40 elapsed)
Event 528800 (1:05:41 elapsed)
Event 528900 (1:05:41 elapsed)
Event 529000 (1:05:42 elapsed)
Event 529100 (1:05:43 elapsed)
Event 529200 (1:05:44 elapsed)
Event 529300 (1:05:44 elapsed)
Event 529400 (1:05:45 elapsed)
Event 529500 (1:05:46 elapsed)
Event 529600 (1:05:47 elapsed)
Event 529700 (1:05:47 elapsed)
Event 529800 (1:05:48 elapsed)
Event 529900 (1:05:49 elapsed)
Event 530000 (1:05:50 elapsed)
Event 530100 (1:05:50 elapsed)
Event 530200 (1:05:51 elapsed)
Event 530300 (1:05:52 elapsed)
Event 530400 (1:05:53 elapsed)
Event 530500 (1:05:53 elapsed)
Event 530600 (1:05:54 elapsed)
Event 530700 (1:05:55 elapsed)
Event 530800 (1:05:55 elapsed)
Event 530900 (1:05:56 elapsed)
Event 531000 (1:05:57 elapsed)
Event 531100 (1:05:58 elapsed)
Event 531200 (1:05:58 elapsed)
Event 531300 (1:05:59 elapsed)
Event 531400 (1:06:00 elapsed)
Event 531500 (1:06:00 elapsed)
Event 531600 (1:06:01 elapsed)
Event 531700 (1:06:02 elapsed)
Event 531800 (1:06:03 elapsed)
Event 531900 (1:06:03 elapsed)
Event 532000 (1:06:04 elapsed)
Event 532100 (1:06:05 elapsed)
Event 532200 (1:06:06 elapsed)
Event 532300 (1:06:06 elapsed)
Event 532400 (1:06:07 elapsed)
Event 532500 (1:06:08 elapsed)
Event 532600 (1:06:08 elapsed)
Event 532700 (1:06:09 elapsed)
Event 532800 (1:06:10 elapsed)
Event 532900 (1:06:10 elapsed)
Event 533000 (1:06:11 elapsed)
Event 533100 (1:06:12 elapsed)
Event 533200 (1:06:13 elapsed)
Event 533300 (1:06:13 elapsed)
Event 533400 (1:06:14 elapsed)
Event 533500 (1:06:15 elapsed)
Event 533600 (1:06:15 elapsed)
Event 533700 (1:06:16 elapsed)
Event 533800 (1:06:17 elapsed)
Event 533900 (1:06:18 elapsed)
Event 534000 (1:06:18 elapsed)
Event 534100 (1:06:19 elapsed)
Event 534200 (1:06:20 elapsed)
Event 534300 (1:06:20 elapsed)
Event 534400 (1:06:21 elapsed)
Event 534500 (1:06:22 elapsed)
Event 534600 (1:06:23 elapsed)
Event 534700 (1:06:23 elapsed)
Event 534800 (1:06:24 elapsed)
Event 534900 (1:06:25 elapsed)
Event 535000 (1:06:25 elapsed)
Event 535100 (1:06:26 elapsed)
Event 535200 (1:06:27 elapsed)
Event 535300 (1:06:28 elapsed)
Event 535400 (1:06:28 elapsed)
Event 535500 (1:06:29 elapsed)
Event 535600 (1:06:30 elapsed)
Event 535700 (1:06:30 elapsed)
Event 535800 (1:06:31 elapsed)
Event 535900 (1:06:32 elapsed)
Event 536000 (1:06:32 elapsed)
Event 536100 (1:06:33 elapsed)
Event 536200 (1:06:34 elapsed)
Event 536300 (1:06:35 elapsed)
Event 536400 (1:06:35 elapsed)
Event 536500 (1:06:36 elapsed)
Event 536600 (1:06:37 elapsed)
Event 536700 (1:06:37 elapsed)
Event 536800 (1:06:38 elapsed)
Event 536900 (1:06:39 elapsed)
Event 537000 (1:06:40 elapsed)
Event 537100 (1:06:40 elapsed)
Event 537200 (1:06:41 elapsed)
Event 537300 (1:06:42 elapsed)
Event 537400 (1:06:43 elapsed)
Event 537500 (1:06:43 elapsed)
Event 537600 (1:06:44 elapsed)
Event 537700 (1:06:45 elapsed)
Event 537800 (1:06:46 elapsed)
Event 537900 (1:06:46 elapsed)
Event 538000 (1:06:47 elapsed)
Event 538100 (1:06:48 elapsed)
Event 538200 (1:06:48 elapsed)
Event 538300 (1:06:49 elapsed)
Event 538400 (1:06:50 elapsed)
Event 538500 (1:06:51 elapsed)
Event 538600 (1:06:51 elapsed)
Event 538700 (1:06:52 elapsed)
Event 538800 (1:06:53 elapsed)
Event 538900 (1:06:53 elapsed)
Event 539000 (1:06:54 elapsed)
Event 539100 (1:06:55 elapsed)
Event 539200 (1:06:55 elapsed)
Event 539300 (1:06:56 elapsed)
Event 539400 (1:06:57 elapsed)
Event 539500 (1:06:58 elapsed)
Event 539600 (1:06:58 elapsed)
Event 539700 (1:06:59 elapsed)
Event 539800 (1:07:00 elapsed)
Event 539900 (1:07:01 elapsed)
Event 540000 (1:07:01 elapsed)
Event 540100 (1:07:02 elapsed)
Event 540200 (1:07:03 elapsed)
Event 540300 (1:07:03 elapsed)
Event 540400 (1:07:04 elapsed)
Event 540500 (1:07:05 elapsed)
Event 540600 (1:07:05 elapsed)
Event 540700 (1:07:06 elapsed)
Event 540800 (1:07:07 elapsed)
Event 540900 (1:07:07 elapsed)
Event 541000 (1:07:08 elapsed)
Event 541100 (1:07:09 elapsed)
Event 541200 (1:07:09 elapsed)
Event 541300 (1:07:10 elapsed)
Event 541400 (1:07:11 elapsed)
Event 541500 (1:07:12 elapsed)
Event 541600 (1:07:12 elapsed)
Event 541700 (1:07:13 elapsed)
Event 541800 (1:07:14 elapsed)
Event 541900 (1:07:14 elapsed)
Event 542000 (1:07:15 elapsed)
Event 542100 (1:07:16 elapsed)
Event 542200 (1:07:17 elapsed)
Event 542300 (1:07:17 elapsed)
Event 542400 (1:07:18 elapsed)
Event 542500 (1:07:19 elapsed)
Event 542600 (1:07:19 elapsed)
Event 542700 (1:07:20 elapsed)
Event 542800 (1:07:21 elapsed)
Event 542900 (1:07:22 elapsed)
Event 543000 (1:07:22 elapsed)
Event 543100 (1:07:23 elapsed)
Event 543200 (1:07:24 elapsed)
Event 543300 (1:07:24 elapsed)
Event 543400 (1:07:25 elapsed)
Event 543500 (1:07:26 elapsed)
Event 543600 (1:07:27 elapsed)
Event 543700 (1:07:27 elapsed)
Event 543800 (1:07:28 elapsed)
Event 543900 (1:07:29 elapsed)
Event 544000 (1:07:29 elapsed)
Event 544100 (1:07:30 elapsed)
Event 544200 (1:07:31 elapsed)
Event 544300 (1:07:32 elapsed)
Event 544400 (1:07:32 elapsed)
Event 544500 (1:07:33 elapsed)
Event 544600 (1:07:34 elapsed)
Event 544700 (1:07:34 elapsed)
Event 544800 (1:07:35 elapsed)
Event 544900 (1:07:36 elapsed)
Event 545000 (1:07:36 elapsed)
Event 545100 (1:07:37 elapsed)
Event 545200 (1:07:38 elapsed)
Event 545300 (1:07:38 elapsed)
Event 545400 (1:07:39 elapsed)
Event 545500 (1:07:40 elapsed)
Event 545600 (1:07:40 elapsed)
Event 545700 (1:07:41 elapsed)
Event 545800 (1:07:42 elapsed)
Event 545900 (1:07:43 elapsed)
Event 546000 (1:07:43 elapsed)
Event 546100 (1:07:44 elapsed)
Event 546200 (1:07:45 elapsed)
Event 546300 (1:07:46 elapsed)
Event 546400 (1:07:46 elapsed)
Event 546500 (1:07:47 elapsed)
Event 546600 (1:07:48 elapsed)
Event 546700 (1:07:49 elapsed)
Event 546800 (1:07:49 elapsed)
Event 546900 (1:07:50 elapsed)
Event 547000 (1:07:51 elapsed)
Event 547100 (1:07:51 elapsed)
Event 547200 (1:07:52 elapsed)
Event 547300 (1:07:53 elapsed)
Event 547400 (1:07:53 elapsed)
Event 547500 (1:07:54 elapsed)
Event 547600 (1:07:55 elapsed)
Event 547700 (1:07:56 elapsed)
Event 547800 (1:07:56 elapsed)
Event 547900 (1:07:57 elapsed)
Event 548000 (1:07:58 elapsed)
Event 548100 (1:07:58 elapsed)
Event 548200 (1:07:59 elapsed)
Event 548300 (1:08:00 elapsed)
Event 548400 (1:08:01 elapsed)
Event 548500 (1:08:01 elapsed)
Event 548600 (1:08:02 elapsed)
Event 548700 (1:08:03 elapsed)
Event 548800 (1:08:03 elapsed)
Event 548900 (1:08:04 elapsed)
Event 549000 (1:08:05 elapsed)
Event 549100 (1:08:05 elapsed)
Event 549200 (1:08:06 elapsed)
Event 549300 (1:08:07 elapsed)
Event 549400 (1:08:08 elapsed)
Event 549500 (1:08:08 elapsed)
Event 549600 (1:08:09 elapsed)
Event 549700 (1:08:10 elapsed)
Event 549800 (1:08:10 elapsed)
Event 549900 (1:08:11 elapsed)
Event 550000 (1:08:12 elapsed)
Event 550100 (1:08:13 elapsed)
Event 550200 (1:08:13 elapsed)
Event 550300 (1:08:14 elapsed)
Event 550400 (1:08:15 elapsed)
Event 550500 (1:08:15 elapsed)
Event 550600 (1:08:16 elapsed)
Event 550700 (1:08:17 elapsed)
Event 550800 (1:08:17 elapsed)
Event 550900 (1:08:18 elapsed)
Event 551000 (1:08:19 elapsed)
Event 551100 (1:08:20 elapsed)
Event 551200 (1:08:20 elapsed)
Event 551300 (1:08:21 elapsed)
Event 551400 (1:08:22 elapsed)
Event 551500 (1:08:22 elapsed)
Event 551600 (1:08:23 elapsed)
Event 551700 (1:08:24 elapsed)
Event 551800 (1:08:25 elapsed)
Event 551900 (1:08:25 elapsed)
Event 552000 (1:08:26 elapsed)
Event 552100 (1:08:27 elapsed)
Event 552200 (1:08:27 elapsed)
Event 552300 (1:08:28 elapsed)
Event 552400 (1:08:29 elapsed)
Event 552500 (1:08:30 elapsed)
Event 552600 (1:08:30 elapsed)
Event 552700 (1:08:31 elapsed)
Event 552800 (1:08:32 elapsed)
Event 552900 (1:08:32 elapsed)
Event 553000 (1:08:33 elapsed)
Event 553100 (1:08:34 elapsed)
Event 553200 (1:08:35 elapsed)
Event 553300 (1:08:35 elapsed)
Event 553400 (1:08:36 elapsed)
Event 553500 (1:08:37 elapsed)
Event 553600 (1:08:38 elapsed)
Event 553700 (1:08:38 elapsed)
Event 553800 (1:08:39 elapsed)
Event 553900 (1:08:40 elapsed)
Event 554000 (1:08:40 elapsed)
Event 554100 (1:08:41 elapsed)
Event 554200 (1:08:42 elapsed)
Event 554300 (1:08:43 elapsed)
Event 554400 (1:08:43 elapsed)
Event 554500 (1:08:44 elapsed)
Event 554600 (1:08:45 elapsed)
Event 554700 (1:08:45 elapsed)
Event 554800 (1:08:46 elapsed)
Event 554900 (1:08:47 elapsed)
Event 555000 (1:08:47 elapsed)
Event 555100 (1:08:48 elapsed)
Event 555200 (1:08:49 elapsed)
Event 555300 (1:08:49 elapsed)
Event 555400 (1:08:50 elapsed)
Event 555500 (1:08:51 elapsed)
Event 555600 (1:08:52 elapsed)
Event 555700 (1:08:52 elapsed)
Event 555800 (1:08:53 elapsed)
Event 555900 (1:08:54 elapsed)
Event 556000 (1:08:54 elapsed)
Event 556100 (1:08:55 elapsed)
Event 556200 (1:08:56 elapsed)
Event 556300 (1:08:56 elapsed)
Event 556400 (1:08:57 elapsed)
Event 556500 (1:08:58 elapsed)
Event 556600 (1:08:59 elapsed)
Event 556700 (1:08:59 elapsed)
Event 556800 (1:09:00 elapsed)
Event 556900 (1:09:01 elapsed)
Event 557000 (1:09:01 elapsed)
Event 557100 (1:09:02 elapsed)
Event 557200 (1:09:03 elapsed)
Event 557300 (1:09:03 elapsed)
Event 557400 (1:09:04 elapsed)
Event 557500 (1:09:05 elapsed)
Event 557600 (1:09:06 elapsed)
Event 557700 (1:09:06 elapsed)
Event 557800 (1:09:07 elapsed)
Event 557900 (1:09:08 elapsed)
Event 558000 (1:09:08 elapsed)
Event 558100 (1:09:09 elapsed)
Event 558200 (1:09:10 elapsed)
Event 558300 (1:09:10 elapsed)
Event 558400 (1:09:11 elapsed)
Event 558500 (1:09:12 elapsed)
Event 558600 (1:09:12 elapsed)
Event 558700 (1:09:13 elapsed)
Event 558800 (1:09:14 elapsed)
Event 558900 (1:09:15 elapsed)
Event 559000 (1:09:15 elapsed)
Event 559100 (1:09:16 elapsed)
Event 559200 (1:09:17 elapsed)
Event 559300 (1:09:17 elapsed)
Event 559400 (1:09:18 elapsed)
Event 559500 (1:09:19 elapsed)
Event 559600 (1:09:20 elapsed)
Event 559700 (1:09:20 elapsed)
Event 559800 (1:09:21 elapsed)
Event 559900 (1:09:22 elapsed)
Event 560000 (1:09:22 elapsed)
Event 560100 (1:09:23 elapsed)
Event 560200 (1:09:24 elapsed)
Event 560300 (1:09:25 elapsed)
Event 560400 (1:09:25 elapsed)
Event 560500 (1:09:26 elapsed)
Event 560600 (1:09:27 elapsed)
Event 560700 (1:09:27 elapsed)
Event 560800 (1:09:28 elapsed)
Event 560900 (1:09:29 elapsed)
Event 561000 (1:09:30 elapsed)
Event 561100 (1:09:30 elapsed)
Event 561200 (1:09:31 elapsed)
Event 561300 (1:09:32 elapsed)
Event 561400 (1:09:32 elapsed)
Event 561500 (1:09:33 elapsed)
Event 561600 (1:09:34 elapsed)
Event 561700 (1:09:34 elapsed)
Event 561800 (1:09:35 elapsed)
Event 561900 (1:09:36 elapsed)
Event 562000 (1:09:37 elapsed)
Event 562100 (1:09:37 elapsed)
Event 562200 (1:09:38 elapsed)
Event 562300 (1:09:39 elapsed)
Event 562400 (1:09:39 elapsed)
Event 562500 (1:09:40 elapsed)
Event 562600 (1:09:41 elapsed)
Event 562700 (1:09:42 elapsed)
Event 562800 (1:09:42 elapsed)
Event 562900 (1:09:43 elapsed)
Event 563000 (1:09:44 elapsed)
Event 563100 (1:09:45 elapsed)
Event 563200 (1:09:45 elapsed)
Event 563300 (1:09:46 elapsed)
Event 563400 (1:09:47 elapsed)
Event 563500 (1:09:47 elapsed)
Event 563600 (1:09:48 elapsed)
Event 563700 (1:09:49 elapsed)
Event 563800 (1:09:50 elapsed)
Event 563900 (1:09:50 elapsed)
Event 564000 (1:09:51 elapsed)
Event 564100 (1:09:52 elapsed)
Event 564200 (1:09:52 elapsed)
Event 564300 (1:09:53 elapsed)
Event 564400 (1:09:54 elapsed)
Event 564500 (1:09:55 elapsed)
Event 564600 (1:09:55 elapsed)
Event 564700 (1:09:56 elapsed)
Event 564800 (1:09:57 elapsed)
Event 564900 (1:09:57 elapsed)
Event 565000 (1:09:58 elapsed)
Event 565100 (1:09:59 elapsed)
Event 565200 (1:10:00 elapsed)
Event 565300 (1:10:00 elapsed)
Event 565400 (1:10:01 elapsed)
Event 565500 (1:10:02 elapsed)
Event 565600 (1:10:02 elapsed)
Event 565700 (1:10:03 elapsed)
Event 565800 (1:10:04 elapsed)
Event 565900 (1:10:05 elapsed)
Event 566000 (1:10:05 elapsed)
Event 566100 (1:10:06 elapsed)
Event 566200 (1:10:07 elapsed)
Event 566300 (1:10:07 elapsed)
Event 566400 (1:10:08 elapsed)
Event 566500 (1:10:09 elapsed)
Event 566600 (1:10:10 elapsed)
Event 566700 (1:10:10 elapsed)
Event 566800 (1:10:11 elapsed)
Event 566900 (1:10:12 elapsed)
Event 567000 (1:10:12 elapsed)
Event 567100 (1:10:13 elapsed)
Event 567200 (1:10:14 elapsed)
Event 567300 (1:10:15 elapsed)
Event 567400 (1:10:15 elapsed)
Event 567500 (1:10:16 elapsed)
Event 567600 (1:10:17 elapsed)
Event 567700 (1:10:17 elapsed)
Event 567800 (1:10:18 elapsed)
Event 567900 (1:10:19 elapsed)
Event 568000 (1:10:19 elapsed)
Event 568100 (1:10:20 elapsed)
Event 568200 (1:10:21 elapsed)
Event 568300 (1:10:22 elapsed)
Event 568400 (1:10:22 elapsed)
Event 568500 (1:10:23 elapsed)
Event 568600 (1:10:24 elapsed)
Event 568700 (1:10:24 elapsed)
Event 568800 (1:10:25 elapsed)
Event 568900 (1:10:26 elapsed)
Event 569000 (1:10:26 elapsed)
Event 569100 (1:10:27 elapsed)
Event 569200 (1:10:28 elapsed)
Event 569300 (1:10:29 elapsed)
Event 569400 (1:10:29 elapsed)
Event 569500 (1:10:30 elapsed)
Event 569600 (1:10:31 elapsed)
Event 569700 (1:10:31 elapsed)
Event 569800 (1:10:32 elapsed)
Event 569900 (1:10:33 elapsed)
Event 570000 (1:10:33 elapsed)
Event 570100 (1:10:34 elapsed)
Event 570200 (1:10:35 elapsed)
Event 570300 (1:10:36 elapsed)
Event 570400 (1:10:36 elapsed)
Event 570500 (1:10:37 elapsed)
Event 570600 (1:10:38 elapsed)
Event 570700 (1:10:39 elapsed)
Event 570800 (1:10:39 elapsed)
Event 570900 (1:10:40 elapsed)
Event 571000 (1:10:41 elapsed)
Event 571100 (1:10:41 elapsed)
Event 571200 (1:10:42 elapsed)
Event 571300 (1:10:43 elapsed)
Event 571400 (1:10:44 elapsed)
Event 571500 (1:10:44 elapsed)
Event 571600 (1:10:45 elapsed)
Event 571700 (1:10:46 elapsed)
Event 571800 (1:10:46 elapsed)
Event 571900 (1:10:47 elapsed)
Event 572000 (1:10:48 elapsed)
Event 572100 (1:10:49 elapsed)
Event 572200 (1:10:49 elapsed)
Event 572300 (1:10:50 elapsed)
Event 572400 (1:10:51 elapsed)
Event 572500 (1:10:51 elapsed)
Event 572600 (1:10:52 elapsed)
Event 572700 (1:10:53 elapsed)
Event 572800 (1:10:54 elapsed)
Event 572900 (1:10:54 elapsed)
Event 573000 (1:10:55 elapsed)
Event 573100 (1:10:56 elapsed)
Event 573200 (1:10:56 elapsed)
Event 573300 (1:10:57 elapsed)
Event 573400 (1:10:58 elapsed)
Event 573500 (1:10:59 elapsed)
Event 573600 (1:10:59 elapsed)
Event 573700 (1:11:00 elapsed)
Event 573800 (1:11:01 elapsed)
Event 573900 (1:11:02 elapsed)
Event 574000 (1:11:02 elapsed)
Event 574100 (1:11:03 elapsed)
Event 574200 (1:11:04 elapsed)
Event 574300 (1:11:05 elapsed)
Event 574400 (1:11:05 elapsed)
Event 574500 (1:11:06 elapsed)
Event 574600 (1:11:07 elapsed)
Event 574700 (1:11:07 elapsed)
Event 574800 (1:11:08 elapsed)
Event 574900 (1:11:09 elapsed)
Event 575000 (1:11:09 elapsed)
Event 575100 (1:11:10 elapsed)
Event 575200 (1:11:11 elapsed)
Event 575300 (1:11:11 elapsed)
Event 575400 (1:11:12 elapsed)
Event 575500 (1:11:13 elapsed)
Event 575600 (1:11:13 elapsed)
Event 575700 (1:11:14 elapsed)
Event 575800 (1:11:15 elapsed)
Event 575900 (1:11:16 elapsed)
Event 576000 (1:11:17 elapsed)
Event 576100 (1:11:17 elapsed)
Event 576200 (1:11:18 elapsed)
Event 576300 (1:11:19 elapsed)
Event 576400 (1:11:19 elapsed)
Event 576500 (1:11:20 elapsed)
Event 576600 (1:11:21 elapsed)
Event 576700 (1:11:22 elapsed)
Event 576800 (1:11:22 elapsed)
Event 576900 (1:11:23 elapsed)
Event 577000 (1:11:24 elapsed)
Event 577100 (1:11:24 elapsed)
Event 577200 (1:11:25 elapsed)
Event 577300 (1:11:26 elapsed)
Event 577400 (1:11:27 elapsed)
Event 577500 (1:11:27 elapsed)
Event 577600 (1:11:28 elapsed)
Event 577700 (1:11:29 elapsed)
Event 577800 (1:11:30 elapsed)
Event 577900 (1:11:30 elapsed)
Event 578000 (1:11:31 elapsed)
Event 578100 (1:11:32 elapsed)
Event 578200 (1:11:32 elapsed)
Event 578300 (1:11:33 elapsed)
Event 578400 (1:11:34 elapsed)
Event 578500 (1:11:34 elapsed)
Event 578600 (1:11:35 elapsed)
Event 578700 (1:11:36 elapsed)
Event 578800 (1:11:36 elapsed)
Event 578900 (1:11:37 elapsed)
Event 579000 (1:11:38 elapsed)
Event 579100 (1:11:39 elapsed)
Event 579200 (1:11:39 elapsed)
Event 579300 (1:11:40 elapsed)
Event 579400 (1:11:41 elapsed)
Event 579500 (1:11:41 elapsed)
Event 579600 (1:11:42 elapsed)
Event 579700 (1:11:43 elapsed)
Event 579800 (1:11:44 elapsed)
Event 579900 (1:11:44 elapsed)
Event 580000 (1:11:45 elapsed)
Event 580100 (1:11:46 elapsed)
Event 580200 (1:11:46 elapsed)
Event 580300 (1:11:47 elapsed)
Event 580400 (1:11:48 elapsed)
Event 580500 (1:11:49 elapsed)
Event 580600 (1:11:49 elapsed)
Event 580700 (1:11:50 elapsed)
Event 580800 (1:11:51 elapsed)
Event 580900 (1:11:52 elapsed)
Event 581000 (1:11:52 elapsed)
Event 581100 (1:11:53 elapsed)
Event 581200 (1:11:54 elapsed)
Event 581300 (1:11:54 elapsed)
Event 581400 (1:11:55 elapsed)
Event 581500 (1:11:56 elapsed)
Event 581600 (1:11:57 elapsed)
Event 581700 (1:11:57 elapsed)
Event 581800 (1:11:58 elapsed)
Event 581900 (1:11:59 elapsed)
Event 582000 (1:11:59 elapsed)
Event 582100 (1:12:00 elapsed)
Event 582200 (1:12:01 elapsed)
Event 582300 (1:12:02 elapsed)
Event 582400 (1:12:02 elapsed)
Event 582500 (1:12:03 elapsed)
Event 582600 (1:12:04 elapsed)
Event 582700 (1:12:04 elapsed)
Event 582800 (1:12:05 elapsed)
Event 582900 (1:12:06 elapsed)
Event 583000 (1:12:07 elapsed)
Event 583100 (1:12:07 elapsed)
Event 583200 (1:12:08 elapsed)
Event 583300 (1:12:09 elapsed)
Event 583400 (1:12:10 elapsed)
Event 583500 (1:12:10 elapsed)
Event 583600 (1:12:11 elapsed)
Event 583700 (1:12:12 elapsed)
Event 583800 (1:12:12 elapsed)
Event 583900 (1:12:13 elapsed)
Event 584000 (1:12:14 elapsed)
Event 584100 (1:12:14 elapsed)
Event 584200 (1:12:15 elapsed)
Event 584300 (1:12:16 elapsed)
Event 584400 (1:12:17 elapsed)
Event 584500 (1:12:17 elapsed)
Event 584600 (1:12:18 elapsed)
Event 584700 (1:12:19 elapsed)
Event 584800 (1:12:20 elapsed)
Event 584900 (1:12:20 elapsed)
Event 585000 (1:12:21 elapsed)
Event 585100 (1:12:22 elapsed)
Event 585200 (1:12:23 elapsed)
Event 585300 (1:12:23 elapsed)
Event 585400 (1:12:24 elapsed)
Event 585500 (1:12:25 elapsed)
Event 585600 (1:12:25 elapsed)
Event 585700 (1:12:26 elapsed)
Event 585800 (1:12:27 elapsed)
Event 585900 (1:12:28 elapsed)
Event 586000 (1:12:28 elapsed)
Event 586100 (1:12:29 elapsed)
Event 586200 (1:12:30 elapsed)
Event 586300 (1:12:30 elapsed)
Event 586400 (1:12:31 elapsed)
Event 586500 (1:12:32 elapsed)
Event 586600 (1:12:32 elapsed)
Event 586700 (1:12:33 elapsed)
Event 586800 (1:12:34 elapsed)
Event 586900 (1:12:35 elapsed)
Event 587000 (1:12:35 elapsed)
Event 587100 (1:12:36 elapsed)
Event 587200 (1:12:37 elapsed)
Event 587300 (1:12:37 elapsed)
Event 587400 (1:12:38 elapsed)
Event 587500 (1:12:39 elapsed)
Event 587600 (1:12:40 elapsed)
Event 587700 (1:12:40 elapsed)
Event 587800 (1:12:41 elapsed)
Event 587900 (1:12:42 elapsed)
Event 588000 (1:12:42 elapsed)
Event 588100 (1:12:43 elapsed)
Event 588200 (1:12:44 elapsed)
Event 588300 (1:12:45 elapsed)
Event 588400 (1:12:45 elapsed)
Event 588500 (1:12:46 elapsed)
Event 588600 (1:12:47 elapsed)
Event 588700 (1:12:47 elapsed)
Event 588800 (1:12:48 elapsed)
Event 588900 (1:12:49 elapsed)
Event 589000 (1:12:50 elapsed)
Event 589100 (1:12:50 elapsed)
Event 589200 (1:12:51 elapsed)
Event 589300 (1:12:52 elapsed)
Event 589400 (1:12:52 elapsed)
Event 589500 (1:12:53 elapsed)
Event 589600 (1:12:54 elapsed)
Event 589700 (1:12:54 elapsed)
Event 589800 (1:12:55 elapsed)
Event 589900 (1:12:56 elapsed)
Event 590000 (1:12:57 elapsed)
Event 590100 (1:12:57 elapsed)
Event 590200 (1:12:58 elapsed)
Event 590300 (1:12:59 elapsed)
Event 590400 (1:12:59 elapsed)
Event 590500 (1:13:00 elapsed)
Event 590600 (1:13:01 elapsed)
Event 590700 (1:13:02 elapsed)
Event 590800 (1:13:02 elapsed)
Event 590900 (1:13:03 elapsed)
Event 591000 (1:13:04 elapsed)
Event 591100 (1:13:04 elapsed)
Event 591200 (1:13:05 elapsed)
Event 591300 (1:13:06 elapsed)
Event 591400 (1:13:07 elapsed)
Event 591500 (1:13:07 elapsed)
Event 591600 (1:13:08 elapsed)
Event 591700 (1:13:09 elapsed)
Event 591800 (1:13:10 elapsed)
Event 591900 (1:13:10 elapsed)
Event 592000 (1:13:11 elapsed)
Event 592100 (1:13:12 elapsed)
Event 592200 (1:13:12 elapsed)
Event 592300 (1:13:13 elapsed)
Event 592400 (1:13:14 elapsed)
Event 592500 (1:13:15 elapsed)
Event 592600 (1:13:15 elapsed)
Event 592700 (1:13:16 elapsed)
Event 592800 (1:13:17 elapsed)
Event 592900 (1:13:17 elapsed)
Event 593000 (1:13:18 elapsed)
Event 593100 (1:13:19 elapsed)
Event 593200 (1:13:19 elapsed)
Event 593300 (1:13:20 elapsed)
Event 593400 (1:13:21 elapsed)
Event 593500 (1:13:22 elapsed)
Event 593600 (1:13:22 elapsed)
Event 593700 (1:13:23 elapsed)
Event 593800 (1:13:24 elapsed)
Event 593900 (1:13:24 elapsed)
Event 594000 (1:13:25 elapsed)
Event 594100 (1:13:26 elapsed)
Event 594200 (1:13:26 elapsed)
Event 594300 (1:13:27 elapsed)
Event 594400 (1:13:28 elapsed)
Event 594500 (1:13:28 elapsed)
Event 594600 (1:13:29 elapsed)
Event 594700 (1:13:30 elapsed)
Event 594800 (1:13:31 elapsed)
Event 594900 (1:13:31 elapsed)
Event 595000 (1:13:32 elapsed)
Event 595100 (1:13:33 elapsed)
Event 595200 (1:13:33 elapsed)
Event 595300 (1:13:34 elapsed)
Event 595400 (1:13:35 elapsed)
Event 595500 (1:13:35 elapsed)
Event 595600 (1:13:36 elapsed)
Event 595700 (1:13:37 elapsed)
Event 595800 (1:13:37 elapsed)
Event 595900 (1:13:38 elapsed)
Event 596000 (1:13:39 elapsed)
Event 596100 (1:13:39 elapsed)
Event 596200 (1:13:40 elapsed)
Event 596300 (1:13:41 elapsed)
Event 596400 (1:13:41 elapsed)
Event 596500 (1:13:42 elapsed)
Event 596600 (1:13:43 elapsed)
Event 596700 (1:13:43 elapsed)
Event 596800 (1:13:44 elapsed)
Event 596900 (1:13:45 elapsed)
Event 597000 (1:13:46 elapsed)
Event 597100 (1:13:46 elapsed)
Event 597200 (1:13:47 elapsed)
Event 597300 (1:13:48 elapsed)
Event 597400 (1:13:48 elapsed)
Event 597500 (1:13:49 elapsed)
Event 597600 (1:13:50 elapsed)
Event 597700 (1:13:51 elapsed)
Event 597800 (1:13:51 elapsed)
Event 597900 (1:13:52 elapsed)
Event 598000 (1:13:53 elapsed)
Event 598100 (1:13:54 elapsed)
Event 598200 (1:13:54 elapsed)
Event 598300 (1:13:55 elapsed)
Event 598400 (1:13:56 elapsed)
Event 598500 (1:13:56 elapsed)
