Rivet 3.1.1 running on machine mgiacalo-simple (x86_64) at 2022-04-07 15:52:00
Reading events from '/tmp/p6def.fifo'
Event 497000 (0:32:27 elapsed)
Event 497100 (0:32:28 elapsed)
Event 497200 (0:32:28 elapsed)
Event 497300 (0:32:28 elapsed)
Event 497400 (0:32:29 elapsed)
Event 497500 (0:32:29 elapsed)
Event 497600 (0:32:30 elapsed)
Event 497700 (0:32:30 elapsed)
Event 497800 (0:32:30 elapsed)
Event 497900 (0:32:31 elapsed)
Event 498000 (0:32:31 elapsed)
Event 498100 (0:32:32 elapsed)
Event 498200 (0:32:32 elapsed)
Event 498300 (0:32:32 elapsed)
Event 498400 (0:32:33 elapsed)
Event 498500 (0:32:33 elapsed)
Event 498600 (0:32:34 elapsed)
Event 498700 (0:32:34 elapsed)
Event 498800 (0:32:34 elapsed)
Event 498900 (0:32:35 elapsed)
Event 499000 (0:32:35 elapsed)
Event 499100 (0:32:36 elapsed)
Event 499200 (0:32:36 elapsed)
Event 499300 (0:32:36 elapsed)
Event 499400 (0:32:37 elapsed)
Event 499500 (0:32:37 elapsed)
Event 499600 (0:32:38 elapsed)
Event 499700 (0:32:38 elapsed)
Event 499800 (0:32:38 elapsed)
Event 499900 (0:32:39 elapsed)
Event 500000 (0:32:39 elapsed)
Event 500100 (0:32:39 elapsed)
Event 500200 (0:32:40 elapsed)
Event 500300 (0:32:40 elapsed)
Event 500400 (0:32:41 elapsed)
Event 500500 (0:32:41 elapsed)
Event 500600 (0:32:41 elapsed)
Event 500700 (0:32:42 elapsed)
Event 500800 (0:32:42 elapsed)
Event 500900 (0:32:42 elapsed)
Event 501000 (0:32:43 elapsed)
Event 501100 (0:32:43 elapsed)
Event 501200 (0:32:44 elapsed)
Event 501300 (0:32:44 elapsed)
Event 501400 (0:32:44 elapsed)
Event 501500 (0:32:45 elapsed)
Event 501600 (0:32:45 elapsed)
Event 501700 (0:32:46 elapsed)
Event 501800 (0:32:46 elapsed)
Event 501900 (0:32:46 elapsed)
Event 502000 (0:32:47 elapsed)
Event 502100 (0:32:47 elapsed)
Event 502200 (0:32:48 elapsed)
Event 502300 (0:32:48 elapsed)
Event 502400 (0:32:48 elapsed)
Event 502500 (0:32:49 elapsed)
Event 502600 (0:32:49 elapsed)
Event 502700 (0:32:50 elapsed)
Event 502800 (0:32:50 elapsed)
Event 502900 (0:32:50 elapsed)
Event 503000 (0:32:51 elapsed)
Event 503100 (0:32:51 elapsed)
Event 503200 (0:32:52 elapsed)
Event 503300 (0:32:52 elapsed)
Event 503400 (0:32:52 elapsed)
Event 503500 (0:32:53 elapsed)
Event 503600 (0:32:53 elapsed)
Event 503700 (0:32:53 elapsed)
Event 503800 (0:32:54 elapsed)
Event 503900 (0:32:54 elapsed)
Event 504000 (0:32:55 elapsed)
Event 504100 (0:32:55 elapsed)
Event 504200 (0:32:55 elapsed)
Event 504300 (0:32:56 elapsed)
Event 504400 (0:32:56 elapsed)
Event 504500 (0:32:57 elapsed)
Event 504600 (0:32:57 elapsed)
Event 504700 (0:32:57 elapsed)
Event 504800 (0:32:58 elapsed)
Event 504900 (0:32:58 elapsed)
Event 505000 (0:32:59 elapsed)
Event 505100 (0:32:59 elapsed)
Event 505200 (0:32:59 elapsed)
Event 505300 (0:33:00 elapsed)
Event 505400 (0:33:00 elapsed)
Event 505500 (0:33:00 elapsed)
Event 505600 (0:33:01 elapsed)
Event 505700 (0:33:01 elapsed)
Event 505800 (0:33:02 elapsed)
Event 505900 (0:33:02 elapsed)
Event 506000 (0:33:03 elapsed)
Event 506100 (0:33:03 elapsed)
Event 506200 (0:33:03 elapsed)
Event 506300 (0:33:04 elapsed)
Event 506400 (0:33:04 elapsed)
Event 506500 (0:33:05 elapsed)
Event 506600 (0:33:05 elapsed)
Event 506700 (0:33:05 elapsed)
Event 506800 (0:33:06 elapsed)
Event 506900 (0:33:06 elapsed)
Event 507000 (0:33:07 elapsed)
Event 507100 (0:33:07 elapsed)
Event 507200 (0:33:07 elapsed)
Event 507300 (0:33:08 elapsed)
Event 507400 (0:33:08 elapsed)
Event 507500 (0:33:09 elapsed)
Event 507600 (0:33:09 elapsed)
Event 507700 (0:33:09 elapsed)
Event 507800 (0:33:10 elapsed)
Event 507900 (0:33:10 elapsed)
Event 508000 (0:33:10 elapsed)
Event 508100 (0:33:11 elapsed)
Event 508200 (0:33:11 elapsed)
Event 508300 (0:33:12 elapsed)
Event 508400 (0:33:12 elapsed)
Event 508500 (0:33:12 elapsed)
Event 508600 (0:33:13 elapsed)
Event 508700 (0:33:13 elapsed)
Event 508800 (0:33:14 elapsed)
Event 508900 (0:33:14 elapsed)
Event 509000 (0:33:14 elapsed)
Event 509100 (0:33:15 elapsed)
Event 509200 (0:33:15 elapsed)
Event 509300 (0:33:16 elapsed)
Event 509400 (0:33:16 elapsed)
Event 509500 (0:33:16 elapsed)
Event 509600 (0:33:17 elapsed)
Event 509700 (0:33:17 elapsed)
Event 509800 (0:33:18 elapsed)
Event 509900 (0:33:18 elapsed)
Event 510000 (0:33:18 elapsed)
Event 510100 (0:33:19 elapsed)
Event 510200 (0:33:19 elapsed)
Event 510300 (0:33:20 elapsed)
Event 510400 (0:33:20 elapsed)
Event 510500 (0:33:20 elapsed)
Event 510600 (0:33:21 elapsed)
Event 510700 (0:33:21 elapsed)
Event 510800 (0:33:22 elapsed)
Event 510900 (0:33:22 elapsed)
Event 511000 (0:33:22 elapsed)
Event 511100 (0:33:23 elapsed)
Event 511200 (0:33:23 elapsed)
Event 511300 (0:33:23 elapsed)
Event 511400 (0:33:24 elapsed)
Event 511500 (0:33:24 elapsed)
Event 511600 (0:33:25 elapsed)
Event 511700 (0:33:25 elapsed)
Event 511800 (0:33:25 elapsed)
Event 511900 (0:33:26 elapsed)
Event 512000 (0:33:26 elapsed)
Event 512100 (0:33:27 elapsed)
Event 512200 (0:33:27 elapsed)
Event 512300 (0:33:27 elapsed)
Event 512400 (0:33:28 elapsed)
Event 512500 (0:33:28 elapsed)
Event 512600 (0:33:28 elapsed)
Event 512700 (0:33:29 elapsed)
Event 512800 (0:33:29 elapsed)
Event 512900 (0:33:30 elapsed)
Event 513000 (0:33:30 elapsed)
Event 513100 (0:33:30 elapsed)
Event 513200 (0:33:31 elapsed)
Event 513300 (0:33:31 elapsed)
Event 513400 (0:33:32 elapsed)
Event 513500 (0:33:32 elapsed)
Event 513600 (0:33:32 elapsed)
Event 513700 (0:33:33 elapsed)
Event 513800 (0:33:33 elapsed)
Event 513900 (0:33:34 elapsed)
Event 514000 (0:33:34 elapsed)
Event 514100 (0:33:34 elapsed)
Event 514200 (0:33:35 elapsed)
Event 514300 (0:33:35 elapsed)
Event 514400 (0:33:36 elapsed)
Event 514500 (0:33:36 elapsed)
Event 514600 (0:33:36 elapsed)
Event 514700 (0:33:37 elapsed)
Event 514800 (0:33:37 elapsed)
Event 514900 (0:33:38 elapsed)
Event 515000 (0:33:38 elapsed)
Event 515100 (0:33:38 elapsed)
Event 515200 (0:33:39 elapsed)
Event 515300 (0:33:39 elapsed)
Event 515400 (0:33:39 elapsed)
Event 515500 (0:33:40 elapsed)
Event 515600 (0:33:40 elapsed)
Event 515700 (0:33:41 elapsed)
Event 515800 (0:33:41 elapsed)
Event 515900 (0:33:41 elapsed)
Event 516000 (0:33:42 elapsed)
Event 516100 (0:33:42 elapsed)
Event 516200 (0:33:43 elapsed)
Event 516300 (0:33:43 elapsed)
Event 516400 (0:33:43 elapsed)
Event 516500 (0:33:44 elapsed)
Event 516600 (0:33:44 elapsed)
Event 516700 (0:33:45 elapsed)
Event 516800 (0:33:45 elapsed)
Event 516900 (0:33:45 elapsed)
Event 517000 (0:33:46 elapsed)
Event 517100 (0:33:46 elapsed)
Event 517200 (0:33:47 elapsed)
Event 517300 (0:33:47 elapsed)
Event 517400 (0:33:47 elapsed)
Event 517500 (0:33:48 elapsed)
Event 517600 (0:33:48 elapsed)
Event 517700 (0:33:48 elapsed)
Event 517800 (0:33:49 elapsed)
Event 517900 (0:33:49 elapsed)
Event 518000 (0:33:50 elapsed)
Event 518100 (0:33:50 elapsed)
Event 518200 (0:33:50 elapsed)
Event 518300 (0:33:51 elapsed)
Event 518400 (0:33:51 elapsed)
Event 518500 (0:33:51 elapsed)
Event 518600 (0:33:52 elapsed)
Event 518700 (0:33:52 elapsed)
Event 518800 (0:33:53 elapsed)
Event 518900 (0:33:53 elapsed)
Event 519000 (0:33:53 elapsed)
Event 519100 (0:33:54 elapsed)
Event 519200 (0:33:54 elapsed)
Event 519300 (0:33:55 elapsed)
Event 519400 (0:33:55 elapsed)
Event 519500 (0:33:55 elapsed)
Event 519600 (0:33:56 elapsed)
Event 519700 (0:33:56 elapsed)
Event 519800 (0:33:57 elapsed)
Event 519900 (0:33:57 elapsed)
Event 520000 (0:33:57 elapsed)
Event 520100 (0:33:58 elapsed)
Event 520200 (0:33:58 elapsed)
Event 520300 (0:33:58 elapsed)
Event 520400 (0:33:59 elapsed)
Event 520500 (0:33:59 elapsed)
Event 520600 (0:34:00 elapsed)
Event 520700 (0:34:00 elapsed)
Event 520800 (0:34:00 elapsed)
Event 520900 (0:34:01 elapsed)
Event 521000 (0:34:01 elapsed)
Event 521100 (0:34:02 elapsed)
Event 521200 (0:34:02 elapsed)
Event 521300 (0:34:02 elapsed)
Event 521400 (0:34:03 elapsed)
Event 521500 (0:34:03 elapsed)
Event 521600 (0:34:03 elapsed)
Event 521700 (0:34:04 elapsed)
Event 521800 (0:34:04 elapsed)
Event 521900 (0:34:05 elapsed)
Event 522000 (0:34:05 elapsed)
Event 522100 (0:34:05 elapsed)
Event 522200 (0:34:06 elapsed)
Event 522300 (0:34:06 elapsed)
Event 522400 (0:34:07 elapsed)
Event 522500 (0:34:07 elapsed)
Event 522600 (0:34:07 elapsed)
Event 522700 (0:34:08 elapsed)
Event 522800 (0:34:08 elapsed)
Event 522900 (0:34:09 elapsed)
Event 523000 (0:34:09 elapsed)
Event 523100 (0:34:09 elapsed)
Event 523200 (0:34:10 elapsed)
Event 523300 (0:34:10 elapsed)
Event 523400 (0:34:11 elapsed)
Event 523500 (0:34:11 elapsed)
Event 523600 (0:34:11 elapsed)
Event 523700 (0:34:12 elapsed)
Event 523800 (0:34:12 elapsed)
Event 523900 (0:34:13 elapsed)
Event 524000 (0:34:13 elapsed)
Event 524100 (0:34:13 elapsed)
Event 524200 (0:34:14 elapsed)
Event 524300 (0:34:14 elapsed)
Event 524400 (0:34:14 elapsed)
Event 524500 (0:34:15 elapsed)
Event 524600 (0:34:15 elapsed)
Event 524700 (0:34:16 elapsed)
Event 524800 (0:34:16 elapsed)
Event 524900 (0:34:16 elapsed)
Event 525000 (0:34:17 elapsed)
Event 525100 (0:34:17 elapsed)
Event 525200 (0:34:18 elapsed)
Event 525300 (0:34:18 elapsed)
Event 525400 (0:34:18 elapsed)
Event 525500 (0:34:19 elapsed)
Event 525600 (0:34:19 elapsed)
Event 525700 (0:34:20 elapsed)
Event 525800 (0:34:20 elapsed)
Event 525900 (0:34:20 elapsed)
Event 526000 (0:34:21 elapsed)
Event 526100 (0:34:21 elapsed)
Event 526200 (0:34:22 elapsed)
Event 526300 (0:34:22 elapsed)
Event 526400 (0:34:22 elapsed)
Event 526500 (0:34:23 elapsed)
Event 526600 (0:34:23 elapsed)
Event 526700 (0:34:23 elapsed)
Event 526800 (0:34:24 elapsed)
Event 526900 (0:34:24 elapsed)
Event 527000 (0:34:25 elapsed)
Event 527100 (0:34:25 elapsed)
Event 527200 (0:34:25 elapsed)
Event 527300 (0:34:26 elapsed)
Event 527400 (0:34:26 elapsed)
Event 527500 (0:34:27 elapsed)
Event 527600 (0:34:27 elapsed)
Event 527700 (0:34:27 elapsed)
Event 527800 (0:34:28 elapsed)
Event 527900 (0:34:28 elapsed)
Event 528000 (0:34:29 elapsed)
Event 528100 (0:34:29 elapsed)
Event 528200 (0:34:29 elapsed)
Event 528300 (0:34:30 elapsed)
Event 528400 (0:34:30 elapsed)
Event 528500 (0:34:30 elapsed)
Event 528600 (0:34:31 elapsed)
Event 528700 (0:34:31 elapsed)
Event 528800 (0:34:32 elapsed)
Event 528900 (0:34:32 elapsed)
Event 529000 (0:34:32 elapsed)
Event 529100 (0:34:33 elapsed)
Event 529200 (0:34:33 elapsed)
Event 529300 (0:34:33 elapsed)
Event 529400 (0:34:34 elapsed)
Event 529500 (0:34:34 elapsed)
Event 529600 (0:34:35 elapsed)
Event 529700 (0:34:35 elapsed)
Event 529800 (0:34:36 elapsed)
Event 529900 (0:34:36 elapsed)
Event 530000 (0:34:36 elapsed)
Event 530100 (0:34:37 elapsed)
Event 530200 (0:34:37 elapsed)
Event 530300 (0:34:37 elapsed)
Event 530400 (0:34:38 elapsed)
Event 530500 (0:34:38 elapsed)
Event 530600 (0:34:39 elapsed)
Event 530700 (0:34:39 elapsed)
Event 530800 (0:34:39 elapsed)
Event 530900 (0:34:40 elapsed)
Event 531000 (0:34:40 elapsed)
Event 531100 (0:34:41 elapsed)
Event 531200 (0:34:41 elapsed)
Event 531300 (0:34:41 elapsed)
Event 531400 (0:34:42 elapsed)
Event 531500 (0:34:42 elapsed)
Event 531600 (0:34:42 elapsed)
Event 531700 (0:34:43 elapsed)
Event 531800 (0:34:43 elapsed)
Event 531900 (0:34:44 elapsed)
Event 532000 (0:34:44 elapsed)
Event 532100 (0:34:44 elapsed)
Event 532200 (0:34:45 elapsed)
Event 532300 (0:34:45 elapsed)
Event 532400 (0:34:46 elapsed)
Event 532500 (0:34:46 elapsed)
Event 532600 (0:34:46 elapsed)
Event 532700 (0:34:47 elapsed)
Event 532800 (0:34:47 elapsed)
Event 532900 (0:34:48 elapsed)
Event 533000 (0:34:48 elapsed)
Event 533100 (0:34:48 elapsed)
Event 533200 (0:34:49 elapsed)
Event 533300 (0:34:49 elapsed)
Event 533400 (0:34:50 elapsed)
Event 533500 (0:34:50 elapsed)
Event 533600 (0:34:50 elapsed)
Event 533700 (0:34:51 elapsed)
Event 533800 (0:34:51 elapsed)
Event 533900 (0:34:52 elapsed)
Event 534000 (0:34:52 elapsed)
Event 534100 (0:34:52 elapsed)
Event 534200 (0:34:53 elapsed)
Event 534300 (0:34:53 elapsed)
Event 534400 (0:34:54 elapsed)
Event 534500 (0:34:54 elapsed)
Event 534600 (0:34:54 elapsed)
Event 534700 (0:34:55 elapsed)
Event 534800 (0:34:55 elapsed)
Event 534900 (0:34:56 elapsed)
Event 535000 (0:34:56 elapsed)
Event 535100 (0:34:56 elapsed)
Event 535200 (0:34:57 elapsed)
Event 535300 (0:34:57 elapsed)
Event 535400 (0:34:58 elapsed)
Event 535500 (0:34:58 elapsed)
Event 535600 (0:34:59 elapsed)
Event 535700 (0:34:59 elapsed)
Event 535800 (0:34:59 elapsed)
Event 535900 (0:35:00 elapsed)
Event 536000 (0:35:00 elapsed)
Event 536100 (0:35:00 elapsed)
Event 536200 (0:35:01 elapsed)
Event 536300 (0:35:01 elapsed)
Event 536400 (0:35:02 elapsed)
Event 536500 (0:35:02 elapsed)
Event 536600 (0:35:02 elapsed)
Event 536700 (0:35:03 elapsed)
Event 536800 (0:35:03 elapsed)
Event 536900 (0:35:04 elapsed)
Event 537000 (0:35:04 elapsed)
Event 537100 (0:35:04 elapsed)
Event 537200 (0:35:05 elapsed)
Event 537300 (0:35:05 elapsed)
Event 537400 (0:35:06 elapsed)
Event 537500 (0:35:06 elapsed)
Event 537600 (0:35:06 elapsed)
Event 537700 (0:35:07 elapsed)
Event 537800 (0:35:07 elapsed)
Event 537900 (0:35:08 elapsed)
Event 538000 (0:35:08 elapsed)
Event 538100 (0:35:08 elapsed)
Event 538200 (0:35:09 elapsed)
Event 538300 (0:35:09 elapsed)
Event 538400 (0:35:09 elapsed)
Event 538500 (0:35:10 elapsed)
Event 538600 (0:35:10 elapsed)
Event 538700 (0:35:11 elapsed)
Event 538800 (0:35:11 elapsed)
Event 538900 (0:35:11 elapsed)
Event 539000 (0:35:12 elapsed)
Event 539100 (0:35:12 elapsed)
Event 539200 (0:35:12 elapsed)
Event 539300 (0:35:13 elapsed)
Event 539400 (0:35:13 elapsed)
Event 539500 (0:35:14 elapsed)
Event 539600 (0:35:14 elapsed)
Event 539700 (0:35:14 elapsed)
Event 539800 (0:35:15 elapsed)
Event 539900 (0:35:15 elapsed)
Event 540000 (0:35:16 elapsed)
Event 540100 (0:35:16 elapsed)
Event 540200 (0:35:16 elapsed)
Event 540300 (0:35:17 elapsed)
Event 540400 (0:35:17 elapsed)
Event 540500 (0:35:18 elapsed)
Event 540600 (0:35:18 elapsed)
Event 540700 (0:35:18 elapsed)
Event 540800 (0:35:19 elapsed)
Event 540900 (0:35:19 elapsed)
Event 541000 (0:35:19 elapsed)
Event 541100 (0:35:20 elapsed)
Event 541200 (0:35:20 elapsed)
Event 541300 (0:35:21 elapsed)
Event 541400 (0:35:21 elapsed)
Event 541500 (0:35:22 elapsed)
Event 541600 (0:35:22 elapsed)
Event 541700 (0:35:22 elapsed)
Event 541800 (0:35:23 elapsed)
Event 541900 (0:35:23 elapsed)
Event 542000 (0:35:23 elapsed)
Event 542100 (0:35:24 elapsed)
Event 542200 (0:35:24 elapsed)
Event 542300 (0:35:25 elapsed)
Event 542400 (0:35:25 elapsed)
Event 542500 (0:35:25 elapsed)
Event 542600 (0:35:26 elapsed)
Event 542700 (0:35:26 elapsed)
Event 542800 (0:35:27 elapsed)
Event 542900 (0:35:27 elapsed)
Event 543000 (0:35:27 elapsed)
Event 543100 (0:35:28 elapsed)
Event 543200 (0:35:28 elapsed)
Event 543300 (0:35:29 elapsed)
Event 543400 (0:35:29 elapsed)
Event 543500 (0:35:29 elapsed)
Event 543600 (0:35:30 elapsed)
Event 543700 (0:35:30 elapsed)
Event 543800 (0:35:30 elapsed)
Event 543900 (0:35:31 elapsed)
Event 544000 (0:35:31 elapsed)
Event 544100 (0:35:32 elapsed)
Event 544200 (0:35:32 elapsed)
Event 544300 (0:35:32 elapsed)
Event 544400 (0:35:33 elapsed)
Event 544500 (0:35:33 elapsed)
Event 544600 (0:35:34 elapsed)
Event 544700 (0:35:34 elapsed)
Event 544800 (0:35:34 elapsed)
Event 544900 (0:35:35 elapsed)
Event 545000 (0:35:35 elapsed)
Event 545100 (0:35:36 elapsed)
Event 545200 (0:35:36 elapsed)
Event 545300 (0:35:36 elapsed)
Event 545400 (0:35:37 elapsed)
Event 545500 (0:35:37 elapsed)
Event 545600 (0:35:37 elapsed)
Event 545700 (0:35:38 elapsed)
Event 545800 (0:35:38 elapsed)
Event 545900 (0:35:39 elapsed)
Event 546000 (0:35:39 elapsed)
Event 546100 (0:35:39 elapsed)
Event 546200 (0:35:40 elapsed)
Event 546300 (0:35:40 elapsed)
Event 546400 (0:35:41 elapsed)
Event 546500 (0:35:41 elapsed)
Event 546600 (0:35:41 elapsed)
Event 546700 (0:35:42 elapsed)
Event 546800 (0:35:42 elapsed)
Event 546900 (0:35:42 elapsed)
Event 547000 (0:35:43 elapsed)
Event 547100 (0:35:43 elapsed)
Event 547200 (0:35:44 elapsed)
Event 547300 (0:35:44 elapsed)
Event 547400 (0:35:44 elapsed)
Event 547500 (0:35:45 elapsed)
Event 547600 (0:35:45 elapsed)
Event 547700 (0:35:46 elapsed)
Event 547800 (0:35:46 elapsed)
Event 547900 (0:35:46 elapsed)
Event 548000 (0:35:47 elapsed)
Event 548100 (0:35:47 elapsed)
Event 548200 (0:35:47 elapsed)
Event 548300 (0:35:48 elapsed)
Event 548400 (0:35:48 elapsed)
Event 548500 (0:35:49 elapsed)
Event 548600 (0:35:49 elapsed)
Event 548700 (0:35:49 elapsed)
Event 548800 (0:35:50 elapsed)
Event 548900 (0:35:50 elapsed)
Event 549000 (0:35:51 elapsed)
Event 549100 (0:35:51 elapsed)
Event 549200 (0:35:51 elapsed)
Event 549300 (0:35:52 elapsed)
Event 549400 (0:35:52 elapsed)
Event 549500 (0:35:53 elapsed)
Event 549600 (0:35:53 elapsed)
Event 549700 (0:35:53 elapsed)
Event 549800 (0:35:54 elapsed)
Event 549900 (0:35:54 elapsed)
Event 550000 (0:35:54 elapsed)
Event 550100 (0:35:55 elapsed)
Event 550200 (0:35:55 elapsed)
Event 550300 (0:35:56 elapsed)
Event 550400 (0:35:56 elapsed)
Event 550500 (0:35:56 elapsed)
Event 550600 (0:35:57 elapsed)
Event 550700 (0:35:57 elapsed)
Event 550800 (0:35:58 elapsed)
Event 550900 (0:35:58 elapsed)
Event 551000 (0:35:58 elapsed)
Event 551100 (0:35:59 elapsed)
Event 551200 (0:35:59 elapsed)
Event 551300 (0:36:00 elapsed)
Event 551400 (0:36:00 elapsed)
Event 551500 (0:36:00 elapsed)
Event 551600 (0:36:01 elapsed)
Event 551700 (0:36:01 elapsed)
Event 551800 (0:36:02 elapsed)
Event 551900 (0:36:02 elapsed)
Event 552000 (0:36:02 elapsed)
Event 552100 (0:36:03 elapsed)
Event 552200 (0:36:03 elapsed)
Event 552300 (0:36:03 elapsed)
Event 552400 (0:36:04 elapsed)
Event 552500 (0:36:04 elapsed)
Event 552600 (0:36:05 elapsed)
Event 552700 (0:36:05 elapsed)
Event 552800 (0:36:05 elapsed)
Event 552900 (0:36:06 elapsed)
Event 553000 (0:36:06 elapsed)
Event 553100 (0:36:07 elapsed)
Event 553200 (0:36:07 elapsed)
Event 553300 (0:36:07 elapsed)
Event 553400 (0:36:08 elapsed)
Event 553500 (0:36:08 elapsed)
Event 553600 (0:36:09 elapsed)
Event 553700 (0:36:09 elapsed)
Event 553800 (0:36:09 elapsed)
Event 553900 (0:36:10 elapsed)
Event 554000 (0:36:10 elapsed)
Event 554100 (0:36:10 elapsed)
Event 554200 (0:36:11 elapsed)
Event 554300 (0:36:11 elapsed)
Event 554400 (0:36:12 elapsed)
Event 554500 (0:36:12 elapsed)
Event 554600 (0:36:12 elapsed)
Event 554700 (0:36:13 elapsed)
Event 554800 (0:36:13 elapsed)
Event 554900 (0:36:14 elapsed)
Event 555000 (0:36:14 elapsed)
Event 555100 (0:36:14 elapsed)
Event 555200 (0:36:15 elapsed)
Event 555300 (0:36:15 elapsed)
Event 555400 (0:36:15 elapsed)
Event 555500 (0:36:16 elapsed)
Event 555600 (0:36:16 elapsed)
Event 555700 (0:36:17 elapsed)
Event 555800 (0:36:17 elapsed)
Event 555900 (0:36:17 elapsed)
Event 556000 (0:36:18 elapsed)
Event 556100 (0:36:18 elapsed)
Event 556200 (0:36:18 elapsed)
Event 556300 (0:36:19 elapsed)
Event 556400 (0:36:19 elapsed)
Event 556500 (0:36:20 elapsed)
Event 556600 (0:36:20 elapsed)
Event 556700 (0:36:20 elapsed)
Event 556800 (0:36:21 elapsed)
Event 556900 (0:36:21 elapsed)
Event 557000 (0:36:22 elapsed)
Event 557100 (0:36:22 elapsed)
Event 557200 (0:36:22 elapsed)
Event 557300 (0:36:23 elapsed)
Event 557400 (0:36:23 elapsed)
Event 557500 (0:36:23 elapsed)
Event 557600 (0:36:24 elapsed)
Event 557700 (0:36:24 elapsed)
Event 557800 (0:36:25 elapsed)
Event 557900 (0:36:25 elapsed)
Event 558000 (0:36:25 elapsed)
Event 558100 (0:36:26 elapsed)
Event 558200 (0:36:26 elapsed)
Event 558300 (0:36:27 elapsed)
Event 558400 (0:36:27 elapsed)
Event 558500 (0:36:27 elapsed)
Event 558600 (0:36:28 elapsed)
Event 558700 (0:36:28 elapsed)
Event 558800 (0:36:29 elapsed)
Event 558900 (0:36:29 elapsed)
Event 559000 (0:36:29 elapsed)
Event 559100 (0:36:30 elapsed)
Event 559200 (0:36:30 elapsed)
Event 559300 (0:36:30 elapsed)
Event 559400 (0:36:31 elapsed)
Event 559500 (0:36:31 elapsed)
Event 559600 (0:36:32 elapsed)
Event 559700 (0:36:32 elapsed)
Event 559800 (0:36:32 elapsed)
Event 559900 (0:36:33 elapsed)
Event 560000 (0:36:33 elapsed)
Event 560100 (0:36:34 elapsed)
Event 560200 (0:36:34 elapsed)
Event 560300 (0:36:34 elapsed)
Event 560400 (0:36:35 elapsed)
Event 560500 (0:36:35 elapsed)
Event 560600 (0:36:36 elapsed)
Event 560700 (0:36:36 elapsed)
Event 560800 (0:36:36 elapsed)
Event 560900 (0:36:37 elapsed)
Event 561000 (0:36:37 elapsed)
Event 561100 (0:36:37 elapsed)
Event 561200 (0:36:38 elapsed)
Event 561300 (0:36:38 elapsed)
Event 561400 (0:36:39 elapsed)
Event 561500 (0:36:39 elapsed)
Event 561600 (0:36:39 elapsed)
Event 561700 (0:36:40 elapsed)
Event 561800 (0:36:40 elapsed)
Event 561900 (0:36:41 elapsed)
Event 562000 (0:36:41 elapsed)
Event 562100 (0:36:41 elapsed)
Event 562200 (0:36:42 elapsed)
Event 562300 (0:36:42 elapsed)
Event 562400 (0:36:43 elapsed)
Event 562500 (0:36:43 elapsed)
Event 562600 (0:36:43 elapsed)
Event 562700 (0:36:44 elapsed)
Event 562800 (0:36:44 elapsed)
Event 562900 (0:36:45 elapsed)
Event 563000 (0:36:45 elapsed)
Event 563100 (0:36:45 elapsed)
Event 563200 (0:36:46 elapsed)
Event 563300 (0:36:46 elapsed)
Event 563400 (0:36:47 elapsed)
Event 563500 (0:36:47 elapsed)
Event 563600 (0:36:47 elapsed)
Event 563700 (0:36:48 elapsed)
Event 563800 (0:36:48 elapsed)
Event 563900 (0:36:48 elapsed)
Event 564000 (0:36:49 elapsed)
Event 564100 (0:36:49 elapsed)
Event 564200 (0:36:50 elapsed)
Event 564300 (0:36:50 elapsed)
Event 564400 (0:36:50 elapsed)
Event 564500 (0:36:51 elapsed)
Event 564600 (0:36:51 elapsed)
Event 564700 (0:36:52 elapsed)
Event 564800 (0:36:52 elapsed)
Event 564900 (0:36:52 elapsed)
Event 565000 (0:36:53 elapsed)
Event 565100 (0:36:53 elapsed)
Event 565200 (0:36:54 elapsed)
Event 565300 (0:36:54 elapsed)
Event 565400 (0:36:54 elapsed)
Event 565500 (0:36:55 elapsed)
Event 565600 (0:36:55 elapsed)
Event 565700 (0:36:55 elapsed)
Event 565800 (0:36:56 elapsed)
Event 565900 (0:36:56 elapsed)
Event 566000 (0:36:57 elapsed)
Event 566100 (0:36:57 elapsed)
Event 566200 (0:36:57 elapsed)
Event 566300 (0:36:58 elapsed)
Event 566400 (0:36:58 elapsed)
Event 566500 (0:36:59 elapsed)
Event 566600 (0:36:59 elapsed)
Event 566700 (0:36:59 elapsed)
Event 566800 (0:37:00 elapsed)
Event 566900 (0:37:00 elapsed)
Event 567000 (0:37:00 elapsed)
Event 567100 (0:37:01 elapsed)
Event 567200 (0:37:01 elapsed)
Event 567300 (0:37:02 elapsed)
Event 567400 (0:37:02 elapsed)
Event 567500 (0:37:02 elapsed)
Event 567600 (0:37:03 elapsed)
Event 567700 (0:37:03 elapsed)
Event 567800 (0:37:03 elapsed)
Event 567900 (0:37:04 elapsed)
Event 568000 (0:37:04 elapsed)
Event 568100 (0:37:05 elapsed)
Event 568200 (0:37:05 elapsed)
Event 568300 (0:37:05 elapsed)
Event 568400 (0:37:06 elapsed)
Event 568500 (0:37:06 elapsed)
Event 568600 (0:37:07 elapsed)
Event 568700 (0:37:07 elapsed)
Event 568800 (0:37:08 elapsed)
Event 568900 (0:37:08 elapsed)
Event 569000 (0:37:08 elapsed)
Event 569100 (0:37:09 elapsed)
Event 569200 (0:37:09 elapsed)
Event 569300 (0:37:09 elapsed)
Event 569400 (0:37:10 elapsed)
Event 569500 (0:37:10 elapsed)
Event 569600 (0:37:11 elapsed)
Event 569700 (0:37:11 elapsed)
Event 569800 (0:37:11 elapsed)
Event 569900 (0:37:12 elapsed)
Event 570000 (0:37:12 elapsed)
Event 570100 (0:37:13 elapsed)
Event 570200 (0:37:13 elapsed)
